,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Security,GICS Sector,GICS Sub-Industry,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
PM,-4.861700062047003,0.3959121385090658,-12.279744895812728,VNT,0.08537348349093912,Philip Morris International,Consumer Staples,Tobacco,PM,INTC,CPB,FE,AMT,HRL,DPZ,NEM,SBAC,MKTX,-0.018321076138717574,0.2583126228402898,0.0773268694101436,0.029972992075281264,0.21397233599440857,0.06804601708907122,0.03534369470731363,0.19559463696232388,0.18754356226539576,0.12684919676525505,0.030889314397296225,0.034461380333510684,0.07979060213681298,0.3472112304245969,0.01999366861427667,0.43295785253117247,0.008273763537953557,0.06947383589046828,0.02790495567926075,0.04298073883668752,0.1914380520795534,0.15392915980555152,0.050463586085972345,0.002584386939103296
PSX,15.012856740178215,0.6957665899204041,21.577432658696203,KR,-0.05191424437515731,Phillips 66,Energy,Oil & Gas Refining & Marketing,PSX,CCI,MXIM,RMD,ORCL,TER,CAT,SWKS,NDAQ,AVGO,0.03275471712198716,0.3642061346130747,0.028486100388790025,0.2260447457876707,0.20669893008172868,0.042298748977119265,0.13620439701811995,0.00655450304514106,0.09374319005113059,0.019781494377701107,0.21868653194594742,0.02150135832665126,0.08368317102595463,0.4050219681721043,0.020563418247762994,0.03509660159632388,0.2801717471382616,0.005121773219520658,0.03198535276025946,0.21900007822572376,0.18873039401552652,0.06355963749320497,0.11131397097877227,0.044457026324643975
PNW,-9.06814886547702,0.4499027845202421,-20.155796268624837,VNT,0.0075358883982293255,Pinnacle West Capital,Utilities,Multi-Utilities,PNW,POOL,ABT,JBHT,UPS,TGT,SPGI,CPB,ORCL,TMO,0.026508475107539134,0.2789426360420848,0.02898260011646805,0.0005869712284461928,0.02073263660703208,0.12371511930945325,0.201821601350103,0.28631837417954537,0.041221496520164415,0.291661284372479,0.00013325945475872953,0.004826656861549892,0.058440319492146287,0.303395864182756,0.0546125130039429,0.014085341944523629,0.026238895684079618,0.2588274164467845,0.06934107219404663,0.22618451085000046,0.04931610631001295,0.05244898646473498,0.0442950705738423,0.204650086528032
PXD,40.587421178888526,0.8284189690060709,48.99383367281524,CLX,-0.06342648147995429,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,PXD,DG,WMT,AMZN,JKHY,NFLX,MKTX,CPB,NLOK,BIIB,-0.010907986042303398,0.24630185685087888,0.02453553572530486,0.17624212731793865,0.1646602900240522,0.042160766249000656,0.08255184973945913,0.06056465486430302,0.0023498935023803583,0.20514045840003758,0.2193733969558311,0.02242102722169239,0.0652224956779938,0.3526066511778748,0.21702936251659383,0.048721277561331794,0.21388469079955047,0.004365050708645322,0.0338799983131172,0.025674549030578458,0.019638277576281837,0.06580076309432391,0.12055760330636844,0.25044842709320875
PNC,20.973162236544606,0.578826831305703,36.233915054065264,CLX,0.040293427675282545,PNC Financial Services,Financials,Regional Banks,PNC,KMB,K,AMGN,AKAM,CCI,BAX,NFLX,EBAY,FE,0.0038914027078884826,0.2688143540889501,0.031183897427218568,0.24086119452369092,0.25094070450392086,0.010032502422727043,0.1319924395800201,0.014337263027673448,0.03678605657158259,0.028002838103172865,0.2443472844165139,0.011515819423479788,0.046562987361392125,0.31808295934778585,0.17002761219088464,0.07788156400589488,0.036144887736246765,0.2503528061223674,0.016583402278794696,0.08021867078813172,0.029767691500406868,0.00958583608303729,0.2494597590120589,0.07997777028217672
POOL,-3.892609257026003,0.48983814965570605,-7.9467253821737085,CARR,-0.024932285762453685,Pool Corporation,Consumer Discretionary,Distributors,POOL,PNW,C,DAL,CTXS,HST,BDX,CINF,LMT,FOX,0.0234306133086293,0.30825083771732953,0.015842881094531462,0.008869928168337468,0.02496968666854498,0.024367529880205692,0.2598679261406974,0.10812302363670967,0.3286039774522935,0.015039516598232548,0.1132065850465052,0.10110894531394189,0.048791830436835014,0.3661050062270559,0.009895989373158711,0.009446901297621015,0.24520069934085958,0.03141386202105339,0.18957199621642806,0.06108536728923696,0.2524761143487797,0.008645813316842055,0.04468565251129214,0.14757760428472833
PPG,13.052972395579065,0.4399300420977852,29.67056383177788,KR,0.0035684928975026754,PPG Industries,Materials,Specialty Chemicals,PPG,ED,T,KMI,XOM,CPB,BDX,WFC,NI,BXP,0.023848559129236856,0.2862499767302231,0.14914650933982856,0.022786125829317227,0.06252805085512748,0.0514209749059962,0.047847345445022796,0.31710199657485416,0.24623786046509613,0.03327731559412679,0.032526121466392346,0.03712769952423844,0.1101357371412808,0.39689006039300384,0.016164334967259473,0.02763623059372016,0.021377574100682667,0.22162425756087623,0.2571661712869312,0.125766052205271,0.11990324112575287,0.16257374527991028,0.029682974360376986,0.018105418519219044
PPL,0.08863759984667485,0.47123036718290506,0.1880982339414275,VNT,0.09479969579359789,PPL Corp.,Utilities,Electric Utilities,PPL,WMT,AMGN,TSCO,ETSY,MSCI,BIO,WST,TTWO,CPB,0.019695810750196864,0.26957048209508144,0.06326119130877046,0.36456390088834223,0.02527044768335423,0.04084675296604991,0.0759784848052356,0.0017546659977064787,0.004961951431837025,0.11599700776815283,0.03025713102223771,0.2771084661283134,0.07442871729232489,0.3256226662237723,0.07542523042424318,0.19970238887665145,0.04930085079370375,0.28043153066268434,0.17616513563753775,0.050421182606276524,0.02515005117862604,0.13353970816709623,0.0020674780216363487,0.00779644363154451
PFG,20.610764474242316,0.6565257222908157,31.39368919518516,KR,-0.06229711715094543,Principal Financial Group,Financials,Life & Health Insurance,PFG,GIS,CPB,NEM,FE,JKHY,NLOK,DPZ,DXCM,SJM,-0.017037993210867342,0.23696958620319938,0.03240281014382718,0.10153872819519529,0.14577051661706125,0.0894102540648629,0.03946317151042862,0.0026272380255460324,0.14077725795165918,0.2107873440466497,0.007633453892473335,0.2295892255522964,0.02212439606790673,0.30111570102147256,0.19996603301209095,0.029243426108748718,0.06070272341116785,0.25764097260617586,0.1502350380670255,0.027314829271285368,0.08561936050186027,0.047255674431144055,0.012019163975095353,0.13000277861540596
PG,-6.001143367367179,0.3236821857635415,-18.540233696244176,VNT,-0.006555252998305653,Procter & Gamble,Consumer Staples,Personal Products,PG,OMC,RTX,CSCO,PBCT,APA,SLG,LDOS,VTRS,AAL,0.00670142289585054,0.35108943149751826,0.31555670261626506,0.06811143765484488,0.040731380616819086,0.33507539022325095,0.02101810437432997,0.03635636456356028,0.014390666463197657,0.038739287234813034,0.10385343111776964,0.02616723513514947,0.13485986270315917,0.690099309040957,0.019520167024270767,0.04273083978236225,0.03450386690723802,0.05723632115360542,0.260411954604791,0.36459584087665997,0.02821096126410491,0.012353803125473396,0.14811179171469632,0.03232445354679794
PGR,-2.189886491932136,0.3672673261046759,-5.9626499181361705,VNT,0.02001265343203581,Progressive Corp.,Financials,Property & Casualty Insurance,PGR,TSN,BA,MTB,BDX,CSCO,HPE,EIX,FOXA,LDOS,0.02230255082851741,0.31792050741838956,0.25948050965910485,0.02274276003029585,0.015366294177249603,0.0039592283123226985,0.23654991413992793,0.05677044382358751,0.007732245770941103,0.042514305920757695,0.1983821563889386,0.1565021417768742,0.0914855531345983,0.471067002436832,0.010597262291595532,0.011363288191908275,0.019765429137821103,0.4168872960395523,0.06341328758950707,0.07834394476644434,0.19749833130737793,0.06949533986651858,0.09179101803528428,0.04084480277399064
PLD,-10.435489437200879,0.46715689685329376,-22.338296849501607,VNT,0.19612910743286263,Prologis,Real Estate,Industrial REITs,PLD,XRX,OMC,REG,WDC,FTI,SLG,ATO,VLO,AVB,-0.025207415717920373,0.42523594577341073,0.27845461975696445,0.06814207638637587,0.15844257107440227,0.007247525426626166,0.029581364882472955,1.2434662462519472e-05,0.050929981034310026,0.2269211270854983,0.04656215528264941,0.133706144408238,0.11395601310377079,0.6410834782494929,0.02470309660228831,0.04001209597299889,0.08996066909466757,0.054793555111603554,0.004987296157957387,0.31605270418858983,0.07147490960530238,0.08867397700429533,0.27268455328509056,0.03665714297720625
PRU,18.701178397956152,0.6841023091485715,27.336815192498758,CLX,0.03423802606905771,Prudential Financial,Financials,Life & Health Insurance,PRU,HRL,EQIX,AMT,NLOK,MKTX,AKAM,LLY,CPB,SJM,-0.01909883856829291,0.25369742531893025,0.0005475231295764047,0.2176900783401835,0.03918960397113069,0.02900725232587634,0.1821731104437441,0.011597746096787273,0.12363792189585837,0.11102875764077973,0.11392343169982856,0.1712045744562351,0.029077571204434757,0.3228171287680596,0.18170102604154836,0.07135262880729931,0.03286360988049479,0.007655065856966623,0.14246283024399678,0.09110573539627108,0.03775023255774139,0.3439451714951091,0.012443822441993258,0.07871987727857928
PEG,-2.2298476182187885,0.40933562868641593,-5.447479920999086,KR,0.13823498840684587,Public Service Enterprise Group (PSEG),Utilities,Electric Utilities,PEG,PRGO,WBA,BAX,INCY,KR,CPB,CLX,IFF,AMT,0.013275531780696986,0.2431873566375108,0.12723143079976923,0.015312898219295287,0.007710011147683746,0.07128271390286552,0.124540912103889,0.2351418111143118,0.09737051473869195,0.18727147556224408,0.07739573037929125,0.0567425020319582,0.08980479408735945,0.3002369671102927,0.0306126060093344,0.08025904414653758,0.256774511341477,0.07155034372895995,0.029497699323331697,0.10683007220048961,0.006044872385351954,0.13882014828502173,0.27519046370432043,0.004420238875175628
PSA,-10.501014653671175,0.37311953512888935,-28.143835058230696,VNT,0.10022513180563389,Public Storage,Real Estate,Specialized REITs,PSA,EVRG,VLO,CNC,JNPR,PSX,GIS,XOM,CBOE,ATO,-0.006027391843877238,0.3011067446953418,0.23013499180085598,0.0009749106169536515,0.07480957894182574,0.03647089566408472,0.1937892530827829,0.001329473489843439,0.22253676333177258,0.0064550484707170935,0.07596158391194675,0.15753750068921715,0.09605361219988506,0.38440729900096376,0.026931894079118474,0.0037576332676125717,0.021859019458618,0.2954980738424401,0.27690177721010706,0.02972995290394786,0.02180369487652534,0.2504759770520609,0.0024600086532645285,0.07058196865630509
PHM,-4.05844608232267,0.6672463045702842,-6.082380755838527,KR,0.021703126276416972,PulteGroup,Consumer Discretionary,Homebuilding,PHM,REGN,JKHY,HII,INCY,EQR,PRGO,CNC,EVRG,HFC,0.025771361131086155,0.3119119086071381,0.004443479947909362,0.20508873385788248,0.1337380766925351,0.26510244659943605,0.1572431712545561,0.012969176330663345,0.10761858890441549,0.026169551586825737,0.04433524976047081,0.04329152506530558,0.0762361582573284,0.40925371938911925,0.02364477413315068,0.1946319152402789,0.020635351327624084,0.054951333804015616,0.06862954573515115,0.02947033492995778,0.013701603603788769,0.2775024318414021,0.03484537983890466,0.2819873295457263
PVH,19.54415809724247,0.8948093271480484,21.84170135947727,CPB,-0.12285555515259224,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",PVH,FE,INTC,PRGO,K,AKAM,CCI,KMB,AMGN,EQIX,-0.015313642205956865,0.2907334623984772,0.034461178562128596,0.04517870365878736,0.00485600211141601,0.053821035290202345,0.20490891340682288,0.1975918856030309,0.022726408833622383,0.21363611712975736,0.09552675345625034,0.1272930019479817,0.06967276914044376,0.3905229640030823,0.088289948006312,0.23112408007583432,0.3225173742732164,0.04909844689025998,0.029385680868565568,0.10455251432431838,0.03893612081268011,0.03679067631546315,0.07006685956691627,0.029238298866433903
QRVO,26.56822895726596,0.5713366726026444,46.501879244400854,VNT,0.11083542674147433,Qorvo,Information Technology,Semiconductors,QRVO,FTI,LHX,VLO,CCL,FRT,AAL,NOV,PSX,CME,0.06243185106017572,0.4914957676004136,0.18279563893341957,0.04477311103966972,0.1914228636010843,0.03135679169395244,0.012108563850028807,0.15480405986114554,0.12853360372507264,0.009193524524433571,0.061415341233021135,0.18359650153817228,0.14395016208853073,0.5983619204374544,0.24520195781677417,0.25502165687442624,0.031082308425116077,0.07281747686758963,0.010231324342686135,0.035524421834838046,0.01566602638311724,0.1466357833176843,0.008458996802575674,0.17936004733519256
PWR,19.300213298897585,0.49820620740717664,38.739407522322985,DPZ,0.08857693045866331,Quanta Services Inc.,Industrials,Construction & Engineering,PWR,CSCO,COG,WDC,FANG,CPB,MRO,APA,VTRS,LHX,-0.007657770897764029,0.3326447504790838,0.024015354925035013,0.22205483523900021,0.08663743116480158,0.10548884818044295,0.0010760900181155868,0.1780610532249901,0.007335099912045519,0.020690613081956657,0.2787982706026249,0.0758424036509874,0.16658022303590145,0.5341588671323315,0.23954449542670975,0.0433646532319612,0.25672418250517964,0.005500042296482763,0.09146294515886388,0.04815570881540209,0.24030870628680542,0.02735761242732964,0.04383784364652683,0.0037438102047387045
QCOM,13.965488332344734,0.5265872383276382,26.52074967995241,CARR,0.08230534978061914,QUALCOMM Inc.,Information Technology,Semiconductors,QCOM,FLIR,CXO,FANG,VTRS,INCY,APA,MRO,AEP,COG,0.07000839354804046,0.32694594391290305,0.010669186278079588,0.13079996633583454,0.010525691379319661,0.0077159553641881935,0.19904382742228172,0.21417779693304304,0.02341121784628502,0.029995880632386816,0.2004512055428964,0.1732092722656851,0.20400326190559406,0.5234400432924265,0.045007985740772256,0.23037918228004756,0.11919628600067816,0.14472076804113085,0.018287885661396917,0.09150850606214746,0.005922969944079026,0.1535634322764283,0.014670152559068339,0.17674283143425107
DGX,12.167498407475108,0.41518181031408785,29.306434205945372,CARR,0.1312514086967223,Quest Diagnostics,Health Care,Health Care Services,DGX,LHX,AVB,UDR,AAL,OXY,CTXS,FTI,ESS,CINF,0.06456860599386596,0.34941684848347787,0.3176176485595226,0.06677297460536934,0.018093762332070308,0.022297522554975212,0.0016490046065908487,0.0528805546765747,0.3041843523060727,0.042662833002330085,0.04317994003918698,0.13066140731730716,0.20530989467619765,0.6459898749446034,0.1380487291316176,0.09356009704658777,0.010985800853372113,0.008264306597723188,0.03582473101103737,0.3407264525975633,0.10482538413635575,0.18057095491510494,0.06242433784147149,0.02476920586916664
RL,18.62830999641185,0.6273106678029097,29.695509661354187,CPB,-0.1003896536914395,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RL,TMUS,AMD,LOW,AAPL,TTWO,NOW,DHR,HD,ABC,9.397450258357733e-05,0.32426083531215355,0.04532407966943574,0.23536979147968823,0.018683785884415046,0.05356568038236489,0.014285306725015316,0.2135614119691207,0.03947076038211982,0.18775931805772678,0.011136470453814176,0.1808433949962993,0.04246772192864921,0.3282431054078615,0.048498791026025015,0.007028739603651674,0.0013052803274071093,0.02748249188425666,0.10694431986684974,0.06346631817266998,0.02021836318167748,0.42252987390326663,0.08867359440370691,0.21385222763048892
RJF,19.468929114211942,0.5737540060029563,33.93253713353877,DPZ,0.1043342455952509,"Raymond James Financial, Inc.",Financials,Investment Banking & Brokerage,RJF,EQIX,INTC,AKAM,FE,AMGN,BAX,HRL,PRGO,KMB,-0.018796475014519805,0.2773320637266785,0.018989950465224743,0.09556360168554548,0.025409429770555728,0.16845868534760447,0.0060932060760151546,0.03762971276435162,0.03872581035423723,0.2560653006781972,0.0623569750776603,0.29070732778060804,0.09120854094290731,0.3921319291245057,0.17712663112179855,0.0010174498101405281,0.32549503232792204,0.03782524966644063,0.11675669345236489,0.28711399949380817,0.03929177554916006,0.0035088283471049375,0.0030802471560178865,0.008784093075242343
RTX,-1.9927271633216337,0.577028104883648,-3.4534317244797763,CLX,-0.06150713040499762,Raytheon Technologies,Industrials,Aerospace & Defense,RTX,MAS,BBY,CHTR,MTD,PG,PKI,KMB,NDAQ,SWKS,0.0012636032087598682,0.2896638746967949,0.017033851438280137,0.002228879610272912,0.0030934238842831264,0.12592266781385716,0.14848456485878042,0.24767868728387385,0.18337740180878223,0.191305847440594,0.04700314506812703,0.033871530793149085,0.060611531088797896,0.3599043086475197,0.035335827922396715,0.0980449669033649,0.22231676307799988,0.07391580031842244,0.08094886067676735,1.3719637531110808e-05,0.1931934674964139,0.005823466172608464,0.2699784027146314,0.020428725079863895
O,-17.452133125759467,0.607728776693656,-28.716976709096567,AKAM,-0.06400028973290481,Realty Income Corporation,Real Estate,Retail REITs,O,VNT,PYPL,AMGN,KHC,CNC,ABMD,ENPH,ODFL,CTLT,0.020601482213162072,0.26773500770963815,0.07720386397601744,0.272552319287439,0.07188960577760534,0.05743682600484496,0.11313031356136403,0.016764553240389595,0.24043182488707043,0.008920645549367482,0.1192027187332843,0.022467328982617406,0.08089630760575398,0.32947479486132325,0.0022176969456423,0.2532697224261749,0.07659552294244482,0.049596427834027595,0.02413815273908913,0.10133986541780395,0.0011052458935162657,0.06212476562774667,0.1710908349662796,0.2585217652072748
REG,8.06098495165114,0.6886815374376267,11.704952889609322,BIIB,-0.1074554770309326,Regency Centers Corporation,Real Estate,Retail REITs,REG,VRSK,KLAC,TER,ADSK,NKE,ALXN,ROK,AMT,UNH,-0.005851390291572827,0.35442095600311807,0.0399635160625116,0.15012900813533192,0.004542489120196222,0.009444262835374414,0.1746139676289518,0.20401459466485442,0.21528626816464697,0.055768707548547534,0.13607993327560547,0.010157252563979778,0.08452113034438083,0.4433833688436913,0.12093541683771969,0.027498744535015617,0.34061756978250224,0.12544875734505734,0.012343344266973462,0.03368722374970527,0.12966298856832967,0.0949944100638249,0.026049880361699747,0.08876166448917208
REGN,18.008315315426792,0.4312292917459226,41.760417624963125,PVH,-0.1036387956618194,Regeneron Pharmaceuticals,Health Care,Biotechnology,REGN,FCX,CAT,ADM,KSU,GPC,PNR,NVR,PFE,MCD,0.03260389278173345,0.3155235808794601,0.2003334274743092,0.0023282017097126977,0.046772652031206625,0.1828414646444089,0.0020836605753083476,0.053279888074006736,0.09265287742548552,0.01777543149265502,0.17083985082061864,0.23109254575228827,0.11776719756644621,0.46799526024631427,0.051270203136299174,0.3039737576691684,0.009706705492308915,0.16827479310357402,0.04950256056018076,0.019564607123155917,0.32611576879119947,0.0354981346090625,0.024572005214380382,0.011521464300670445
RF,39.236951730475035,0.7136343680944475,54.98186954651003,CLX,-0.01000119606559967,Regions Financial Corp.,Financials,Regional Banks,RF,AKAM,INTC,PRGO,K,KMB,FE,EQIX,AMGN,IFF,-0.009929802056158905,0.2853979986843971,0.002943524140804081,0.2542675424694947,0.020193706686207444,0.05514968751591753,0.18375283069480616,0.2358798483831343,0.0230443573067008,0.11231461997796881,0.03824858786411128,0.07420529496085491,0.09520583011011635,0.3733337728685421,0.1602377645884721,0.045573061750715675,0.21165678353085185,0.03744500753636492,0.015414745965961601,0.013595284456024894,0.03074383370605068,0.059825912540682306,0.19414958785635492,0.23135801806852116
RSG,-6.7497560257557545,0.3534225785274018,-19.098259239349723,VNT,0.10937239610473534,Republic Services Inc,Industrials,Environmental & Facilities Services,RSG,CPB,AMT,CLX,DLR,PRGO,WBA,KR,HII,LLY,0.009984391797977159,0.24825226401016395,0.0316034105646253,0.054847188449051495,0.01735293083049423,0.33134267824642877,0.021939775834616218,0.03201338430539482,0.0373986831479533,0.3027758890281606,0.15124752088295873,0.019478538710316507,0.09296538910734486,0.3331542758115844,0.0437956373034707,0.036020137360045,0.007776776483131217,0.0018092674448979722,0.011621829666176127,0.22155673188927327,0.29340571200517435,0.0706910929145011,0.08979780686861598,0.2235250080647143
RMD,0.846821166932743,0.4908725784109607,1.7251343916460955,CARR,0.0813550853847374,ResMed,Health Care,Health Care Equipment,RMD,XRX,PSX,BSX,OKE,REG,VLO,NCLH,UDR,CTXS,0.014945969501741475,0.36561484375119563,0.32523935601753007,0.02940842802597564,0.0438372228817672,0.23406470250307243,0.013227489692209514,0.006908379115628272,0.043939101815385635,0.0120464033288941,0.012568585781471802,0.2787603308380653,0.09172871998259578,0.6620759803099139,0.12041066470498267,0.004797549377710279,0.008371884780836256,0.04218630553248016,0.4310212867384738,0.03571560809202656,0.23674546239155533,0.016084718214240543,0.056139270780836706,0.04852724938685773
RHI,11.483670586235617,0.5120102762922043,22.428593952051628,KR,-0.08296602031871694,Robert Half International,Industrials,Human Resource & Employment Services,RHI,SBAC,AMT,DLR,KR,JKHY,ED,CPB,INCY,NOC,-0.0018205293388803,0.25243150956105564,0.06454086238324237,0.05466529395932361,0.013361731183853507,0.03306789612350758,0.24229017225626023,0.07229965402008544,0.032275925272335776,0.25671730001184445,0.12582957563151428,0.10495158915803281,0.0215220023152102,0.27621179074388125,0.19833144367606173,0.02363110962047985,0.09285157292162885,0.038462178107019566,0.16473823245271546,0.004732443963540208,0.019569461626813483,0.12154453731945013,0.3267098802550895,0.009429140057201076
ROK,11.901441885920905,0.49403268335104566,24.09039378770023,KR,0.09870972118992526,Rockwell Automation Inc.,Industrials,Electrical Components & Equipment,ROK,SLG,REG,WDC,IFF,VLO,XRX,CCL,VRTX,CINF,0.03822435035778676,0.4141542515085609,0.11040925817431907,0.002573484093829892,0.023260877619251503,0.05487385361301475,0.2876879811504401,0.03405478354010285,0.025714639072717003,0.03365711863584934,0.20417825789483113,0.2235897462056443,0.05609799006494365,0.50028776976021,0.13877985381311223,0.07352436142134848,0.11176156472423646,0.012109440591339858,0.2194934280606709,0.1697999810142422,0.060613387770315295,0.015070528987364773,0.023060708223769003,0.17578674539360076
ROL,-10.238024613633712,0.3877538305188993,-26.403413216919095,VNT,0.00338808774317194,"Rollins, Inc.",Industrials,Environmental & Facilities Services,ROL,GD,AMT,GE,WYNN,CINF,HIG,SRE,L,DISCK,0.03469841013131541,0.3597811319181586,0.2942628986742868,0.1564895776606099,0.13388119878246185,0.08924417217428654,0.04252460410475245,0.028464329712712365,0.025005884871336665,0.06179613211851964,0.010408500826532763,0.1579227010745009,0.1006981197764905,0.41268451381362153,0.05029176688988312,0.1525653400199666,0.16077987520769607,0.09227577156912238,0.012429924423805546,0.0760411496457818,0.09401054094389209,0.007616486964329848,0.004765198390450101,0.3492239459450724
ROP,-13.418032089065612,0.4142169112229009,-32.39373315167477,NEM,0.23779887847129513,Roper Technologies,Industrials,Industrial Conglomerates,ROP,LHX,NOC,KMI,OXY,HFC,XRX,FRT,ATO,AVB,-0.007956179700584582,0.3814833607393626,0.2491223932044687,0.09475832189087009,0.19329683185230542,0.032602444834377624,0.012113718667601936,0.1035294941668388,0.0020221699227964914,0.015373382312557585,0.21787863202558705,0.07930261112259637,0.1578313920280612,0.6121065714851026,0.020059324779781822,0.0790740648501222,0.057141050080625005,0.23621479172114143,0.30086703156331646,0.08067716880499855,0.012811829869961842,0.011326926212970772,0.08243446414417156,0.11939334797291032
ROST,-11.684712111957623,0.5804498901597418,-20.130440732346337,CPB,-0.1264273784118996,Ross Stores,Consumer Discretionary,Apparel Retail,ROST,KMB,EBAY,AMGN,NFLX,K,AMZN,CAG,MKTX,AKAM,-0.03175058330710781,0.25286854857117164,0.09681379369343877,0.10823364308556499,0.061738715722721785,0.06783147260030091,0.035323104613008194,0.23404824332096738,0.10676802750524136,0.1991558736181245,0.01774357284460374,0.07234355299602846,0.022825086702121713,0.2861765773886291,0.1123438313889989,0.06552124654954715,0.24015475280064172,0.32816624261399713,0.027067031758620193,0.025447292000039205,0.008004778817242495,0.0532166612906069,0.01674591060091969,0.12333225217938652
RCL,3.849222984650902,1.1506743409896707,3.345188857987627,DPZ,-0.18997320339907134,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",RCL,DG,AMT,EBAY,BIO,WST,AKAM,AMZN,ATVI,EA,0.02091099738262485,0.2778800257306468,0.03570869725723457,0.2743013155479236,0.042879220041587125,0.17520687801583945,0.06725198330328636,0.13721664329840097,0.09595554052492612,0.11561167591706133,0.04809311040808008,0.0077749356856604826,0.04418095884431087,0.3125852836685621,0.0887893022270856,0.003510491388439844,0.03217191105106356,0.3773372034236181,0.033948326313221075,0.24160734838840936,0.02797663952210145,0.08223290782016666,0.10398083044070282,0.008445039425191451
SPGI,-17.149345630847137,0.4686460781897226,-36.59338342719374,VNT,0.050337170958340005,S&P Global Inc.,Financials,Financial Exchanges & Data,SPGI,FLIR,AEP,NLSN,KIM,SO,PNW,C,FANG,DVN,0.027604910803475866,0.38215048173859,0.12506976765853203,0.1939340548762359,0.21799611601265614,0.026948600602275517,0.06381964988777802,0.1710088628755174,0.1636964658886901,0.020747549143358378,0.006202535889224783,0.010576397165731789,0.1973131497894174,0.606342807241154,0.019871818908689793,0.328316310634468,0.006375315844570281,0.09043608578524362,0.04260030006856013,0.03737313073434217,0.02376997015563205,0.0778047042111993,0.25101629201422765,0.12243607164306702
CRM,-7.785458942385526,0.5193146207145044,-14.991796171026,VNT,-0.003518019844350797,Salesforce.com,Information Technology,Application Software,CRM,SPG,NCLH,XRX,C,EIX,HPE,UAL,RL,ALL,0.006942690750284447,0.42837285357058014,0.2357257079673326,0.09536766986071264,0.0007762161180914855,0.05556994274632495,0.023691112769330353,0.22770430390464647,0.08250126895047752,2.7876123636544496e-05,0.03767479260412537,0.2409611089553219,0.08580087458877293,0.644372642097479,0.0034173447258709863,0.23290517849709452,0.020677917447883217,0.0189603536353013,0.3313187144562939,0.008770449956099442,0.0957758591746223,0.08373784239219507,0.12287191005477265,0.08156442965986666
SBAC,-15.958963468903075,0.4248226438598903,-37.56617896800826,VNT,0.025721059080679697,SBA Communications,Real Estate,Specialized REITs,SBAC,FFIV,LKQ,CDW,IRM,APTV,SBUX,DUK,NRG,EMR,0.01891842850614959,0.35589523154829567,0.21041458438760233,0.19150275746746862,0.020688963394509527,0.10965929307520109,0.13489680917596517,0.03673229172233522,0.028176810101803472,0.21888172914267257,0.019941466288484366,0.029105295243957784,0.06811963583915562,0.4022163466972717,0.04643063334550831,0.37485325612912773,0.10282491116885431,0.09833463386922234,0.15361718639308228,0.11162099453701747,0.01766539409812296,0.010037690452082101,0.07147628485623272,0.01313901515074986
SLB,47.29728785158716,0.7938164447490322,59.58214668447736,KR,-0.050701766987155124,Schlumberger Ltd.,Energy,Oil & Gas Equipment & Services,SLB,TGT,APD,TSLA,FDX,EXPD,CMI,LOW,AOS,AMT,0.03831693106092471,0.3143891621148438,0.016789846125280252,0.1678716963916167,0.030770915369027166,0.051660534742079586,0.04440154682573311,0.24091713833556525,0.03303443588838197,0.013886661598757045,0.2153144381584762,0.18535278656508272,0.1273144649155905,0.43022402066719706,0.1739269003999862,0.27860295202736923,0.021499156065339295,0.27391436607402636,0.002704797749805047,0.09681034001197887,0.07349633827363274,0.0014002363743099836,0.052473738783443906,0.0251711742401083
STX,-8.84813693830408,0.43502697458199696,-20.339283435943166,VNT,0.11527144798059441,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",STX,DPZ,IFF,NOC,EQIX,AKAM,AMGN,NEM,INTC,FE,0.01693431991534992,0.2732025741915044,0.017957624383523038,0.23675975016064849,0.1329586814489791,0.20721919206101386,0.029173630018410366,0.12049306712814317,0.10351236731937326,0.13316781123996077,0.00749017344052906,0.01126770279941888,0.0854403294472348,0.32293977739310503,0.015050732963775047,0.07008214287114127,0.08214084309853142,0.06560919345528536,0.005170569645180752,0.011173956723891699,0.19893979289495728,0.24957311380108416,0.2929186798767967,0.009340974669356204
SEE,-8.134972967217935,0.5386892174241011,-15.101421569411896,CLX,-0.02240412490242593,Sealed Air,Materials,Paper Packaging,SEE,AMT,OXY,CME,UDR,XOM,ESS,COG,AVB,VNO,0.056944651579023786,0.38236972158334703,0.15092159747801684,0.19823448132874222,0.0006202824768944265,0.20060046670036433,0.02530784238249544,0.03476487172401247,0.038300244874423205,0.2580353652826814,0.04759693409815024,0.04561791365421945,0.15547796672119238,0.4673098089011985,0.018790577004229498,0.09271564023145812,0.12295582222841434,0.013859069723329663,0.07142247918990191,0.2538590441928089,0.08290789302595603,0.2801379112533457,0.014003853674098584,0.04934770947645716
