,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Security,GICS Sector,GICS Sub-Industry,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
PEG,0.03358581827753672,0.3940367560312625,0.08523524205156144,VNT,0.13706063426315832,Public Service Enterprise Group (PSEG),Utilities,Electric Utilities,PEG,DXCM,NLOK,CLX,LLY,NEM,REGN,NFLX,ATVI,EBAY,0.32584852006082465,0.2358942981153338,0.04,0.0,0.22,0.22,0.13,0.13,0.05,0.03,0.13,0.03,0.38908520058377194,0.25532804270101717,0.01,0.03,0.1,0.12,0.17,0.13,0.01,0.1,0.12,0.22
PSA,0.1127370903101853,0.359128454984531,0.3139185679815912,VNT,0.0797057554290191,Public Storage,Real Estate,Specialized REITs,PSA,CLX,LLY,DXCM,NEM,NLOK,REGN,EA,EBAY,MKTX,0.27702766797072637,0.23450057721885129,0.18,0.16,0.03,0.0,0.15,0.13,0.02,0.19,0.11,0.01,0.35397370253882987,0.24530076885887186,0.0,0.14,0.17,0.06,0.18,0.17,0.1,0.0,0.14,0.02
PHM,0.07372334629413724,0.6413092672731205,0.1149575564495,KR,0.023069389589932078,PulteGroup,Consumer Discretionary,Homebuilding,PHM,REGN,LLY,CLX,NEM,NLOK,DXCM,VNT,MKTX,FFIV,0.45867592640902155,0.20275868817681797,0.03,0.04,0.11,0.2,0.09,0.15,0.03,0.28,0.04,0.04,0.4892608567462377,0.21058048893221337,0.05,0.07,0.05,0.01,0.15,0.13,0.04,0.34,0.05,0.11
PVH,-0.03670080650823869,0.8598526688638417,-0.042682668598020355,CPB,-0.124207449470335,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",PVH,ATVI,TSCO,EA,WST,DG,CHD,MSFT,MKTX,EBAY,0.3118659969232661,0.2575016432040291,0.01,0.07,0.04,0.24,0.06,0.15,0.23,0.01,0.03,0.14,0.45885795145549624,0.2851793248183627,0.0,0.15,0.26,0.08,0.2,0.05,0.0,0.01,0.03,0.22
QRVO,0.3963870363348265,0.5520368799790568,0.7180444834589035,VNT,0.13975286052943015,Qorvo,Information Technology,Semiconductors,QRVO,REGN,NLOK,DXCM,CLX,NEM,LLY,NFLX,EBAY,EA,0.32008564731898714,0.237681409907686,0.0,0.05,0.24,0.02,0.4,0.08,0.05,0.03,0.11,0.02,0.39539498235717563,0.26140434339370705,0.02,0.01,0.11,0.0,0.05,0.22,0.17,0.19,0.21,0.02
PWR,0.5799124060133684,0.47974459781839246,1.2087940305122402,DPZ,0.08816874618311027,Quanta Services Inc.,Industrials,Construction & Engineering,PWR,REGN,DXCM,NLOK,CLX,LLY,NEM,EA,EBAY,NFLX,0.33201272012285193,0.23529142028104658,0.02,0.01,0.03,0.19,0.2,0.08,0.11,0.17,0.13,0.04,0.4424388139019238,0.2646857790457293,0.23,0.02,0.04,0.03,0.05,0.09,0.18,0.0,0.16,0.19
QCOM,0.5493490508067777,0.5074839795397452,1.0824953554297445,CARR,0.08409142117265972,QUALCOMM Inc.,Information Technology,Semiconductors,QCOM,REGN,DXCM,NLOK,LLY,CLX,NEM,EA,EBAY,FFIV,0.3192650620604816,0.23204783119801997,0.01,0.01,0.01,0.19,0.18,0.26,0.08,0.11,0.01,0.13,0.38162575602503834,0.25092853129019727,0.08,0.03,0.06,0.16,0.18,0.12,0.13,0.01,0.2,0.02
DGX,0.16538060723140766,0.39896781858058394,0.41452117070440836,CARR,0.13176325588795867,Quest Diagnostics,Health Care,Health Care Services,DGX,VNT,REGN,NLOK,LLY,MU,CLX,DXCM,NEM,ALXN,0.42079049979609284,0.20942892289667572,0.04,0.21,0.08,0.23,0.05,0.01,0.2,0.05,0.12,0.01,0.4826805055864549,0.21050090509649952,0.01,0.3,0.03,0.14,0.07,0.07,0.12,0.04,0.15,0.07
RL,-0.04715030627581717,0.6030382954304556,-0.07818791382421368,CPB,-0.10006429995330193,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RL,MNST,ANSS,FDX,JBHT,TSLA,TYL,ADSK,HOLX,MTD,0.37905262109823507,0.30864102096926516,0.08,0.04,0.01,0.08,0.24,0.04,0.26,0.01,0.02,0.2,0.9607595728038167,0.4376247509189164,0.01,0.02,0.11,0.13,0.04,0.33,0.16,0.03,0.03,0.14
RJF,0.13484921646584785,0.551552952625713,0.2444900635993101,DPZ,0.1012779002445781,"Raymond James Financial, Inc.",Financials,Investment Banking & Brokerage,RJF,NFLX,LLY,MKTX,EBAY,AMZN,EA,ATVI,TSCO,DG,0.38972443641330556,0.2624334383936793,0.0,0.03,0.16,0.03,0.18,0.11,0.08,0.09,0.1,0.2,0.439060816961698,0.2846590544225083,0.0,0.06,0.17,0.0,0.11,0.16,0.07,0.08,0.3,0.05
RTX,-0.2552208493331222,0.5545740432496749,-0.4602105930482924,CLX,-0.06469385548180348,Raytheon Technologies,Industrials,Aerospace & Defense,RTX,DE,XLNX,BLK,DVA,PWR,KLAC,MXIM,NKE,NEE,0.3780007132562021,0.33655652542310843,0.01,0.07,0.1,0.02,0.21,0.0,0.03,0.09,0.23,0.24,0.47981504215964144,0.3719368584066761,0.01,0.18,0.06,0.0,0.23,0.23,0.13,0.13,0.0,0.02
O,-0.15601793718484186,0.584457554273902,-0.2669448551805785,AKAM,-0.06392286975015098,Realty Income Corporation,Real Estate,Retail REITs,O,IPGP,PGR,CHRW,CMG,DHR,COST,AAPL,CHD,VNT,0.3642438247414623,0.20467420954584095,0.04,0.0,0.2,0.23,0.04,0.01,0.14,0.0,0.1,0.22,0.4843690797701482,0.20599259448275647,0.01,0.01,0.07,0.07,0.07,0.16,0.12,0.04,0.13,0.33
REG,-0.2011806541961938,0.6615007114696553,-0.3041276459842817,BIIB,-0.10406798246400491,Regency Centers Corporation,Real Estate,Retail REITs,REG,QRVO,LB,ZBRA,ALGN,FCX,ALXN,TXN,LRCX,DVA,0.41934762607345943,0.3694034648769757,0.06,0.02,0.07,0.05,0.06,0.05,0.29,0.07,0.01,0.32,0.5248113209115496,0.40450826258455513,0.0,0.02,0.09,0.03,0.05,0.2,0.31,0.01,0.03,0.26
REGN,0.293245713460451,0.41586625866490295,0.7051442798025669,LB,-0.10045607585127074,Regeneron Pharmaceuticals,Health Care,Biotechnology,REGN,KEYS,CAT,ALB,TT,FCX,AMAT,LB,ANET,CTVA,0.358887681025956,0.3371164812929321,0.24,0.14,0.2,0.01,0.17,0.01,0.01,0.01,0.06,0.16,0.5696318816192328,0.3866937955913704,0.3,0.01,0.01,0.27,0.11,0.05,0.05,0.07,0.12,0.02
RF,0.09348306963504971,0.6857320100391312,0.13632595280146703,CLX,-0.010268640947106698,Regions Financial Corp.,Financials,Regional Banks,RF,LLY,NFLX,EBAY,AMZN,MKTX,EA,ATVI,TSCO,CHD,0.36268248713800383,0.2654272898455119,0.0,0.04,0.02,0.2,0.09,0.02,0.13,0.13,0.15,0.2,0.436483615217349,0.2829910385054587,0.0,0.17,0.11,0.16,0.2,0.05,0.04,0.05,0.19,0.03
RSG,0.06701698553136087,0.33954358890085273,0.19737373262827218,VNT,0.10638586595568626,Republic Services Inc,Industrials,Environmental & Facilities Services,RSG,CLX,DXCM,LLY,NLOK,NEM,REGN,VNT,MKTX,NFLX,0.3937691332457021,0.20326784172294418,0.2,0.23,0.04,0.01,0.06,0.1,0.03,0.25,0.05,0.03,0.5370334422089369,0.215533073971596,0.02,0.01,0.04,0.18,0.04,0.14,0.0,0.35,0.04,0.17
RMD,0.28700937638005325,0.4713585265410897,0.6088982382183211,CARR,0.08205805040484644,ResMed,Health Care,Health Care Equipment,RMD,REGN,NLOK,DXCM,CLX,NEM,LLY,CHRW,CHD,VNT,0.39186893097230413,0.19793558420049503,0.01,0.03,0.19,0.01,0.15,0.08,0.06,0.07,0.18,0.21,0.5167249421568219,0.21212090734452269,0.08,0.04,0.05,0.0,0.09,0.06,0.18,0.07,0.03,0.4
RHI,0.04996922834220648,0.49214476569364607,0.10153359707438543,KR,-0.08458243155985026,Robert Half International,Industrials,Human Resource & Employment Services,RHI,NEM,DXCM,CLX,NLOK,LLY,NFLX,REGN,AMZN,MKTX,0.2756383530187949,0.23123278726926308,0.18,0.01,0.02,0.25,0.24,0.06,0.08,0.04,0.05,0.05,0.4028175835822775,0.26123120306762604,0.01,0.17,0.09,0.14,0.07,0.15,0.14,0.02,0.2,0.0
ROK,0.2223945316358352,0.47595234880720694,0.4672621790672581,KR,0.09080770846370816,Rockwell Automation Inc.,Industrials,Electrical Components & Equipment,ROK,REGN,NLOK,LLY,CLX,DXCM,NEM,MU,VNT,ANET,0.4691191143011706,0.20451645338657432,0.05,0.05,0.04,0.08,0.26,0.05,0.12,0.01,0.3,0.03,0.4691191143011706,0.20451645338657432,0.05,0.05,0.04,0.08,0.26,0.05,0.12,0.01,0.3,0.03
ROL,0.4918033342671759,0.3739311258735831,1.315224382881254,VNT,0.008128235365037805,"Rollins, Inc.",Industrials,Environmental & Facilities Services,ROL,VNT,MU,LLY,REGN,FFIV,KEYS,ANET,MS,DXCM,0.5750643713485558,0.23332038798368585,0.17,0.41,0.04,0.06,0.03,0.04,0.09,0.04,0.02,0.1,0.5750643713485558,0.23332038798368585,0.17,0.41,0.04,0.06,0.03,0.04,0.09,0.04,0.02,0.1
ROP,0.14984970448067453,0.3995027747343769,0.37509052241328544,NEM,0.2284315732625655,Roper Technologies,Industrials,Industrial Conglomerates,ROP,REGN,VNT,MU,LLY,NLOK,KEYS,NEM,FFIV,ENPH,0.40939255556771614,0.21774189048564227,0.06,0.15,0.19,0.0,0.1,0.09,0.03,0.15,0.21,0.0,0.7064656690198019,0.29026057737084976,0.01,0.11,0.25,0.0,0.11,0.13,0.01,0.1,0.1,0.17
ROST,0.023240537218476593,0.5579011291082926,0.041657089412280864,CPB,-0.12299546218489113,Ross Stores,Consumer Discretionary,Apparel Retail,ROST,DG,EA,CHD,ATVI,LLY,NVDA,WST,ABMD,TSCO,0.35811267349833764,0.25333381739512717,0.08,0.19,0.14,0.17,0.01,0.02,0.0,0.1,0.16,0.12,0.48733955284245695,0.2746069057519783,0.0,0.14,0.02,0.0,0.13,0.13,0.0,0.25,0.15,0.17
RCL,-0.4876333658404314,1.1049311403925586,-0.4413246654150643,DPZ,-0.18916415215385593,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",RCL,CMG,AAPL,DHR,IDXX,COST,TYL,TMO,ABT,FAST,0.3579202676024155,0.2716673420254699,0.0,0.05,0.03,0.23,0.06,0.19,0.25,0.06,0.02,0.09,0.4726691543990462,0.32608674634785506,0.0,0.2,0.17,0.14,0.2,0.03,0.12,0.09,0.06,0.01
SPGI,0.11326763949163393,0.4514050277325064,0.2509224145344568,VNT,0.0477353468518248,S&P Global Inc.,Financials,Financial Exchanges & Data,SPGI,MU,KEYS,FFIV,ANET,CTVA,SIVB,ALB,AMAT,ALXN,0.36805785282159964,0.3379236663216703,0.13,0.03,0.16,0.22,0.02,0.09,0.0,0.11,0.01,0.22,0.5725555214717343,0.41902135777820904,0.05,0.02,0.04,0.09,0.17,0.12,0.04,0.33,0.1,0.04
CRM,0.2514650103583999,0.5016456348372426,0.5012801724866738,VNT,0.003851226178657107,Salesforce.com,Information Technology,Application Software,CRM,LLY,REGN,MU,FFIV,ANET,KEYS,NLOK,DXCM,CLX,0.31619481124136206,0.2526720012156194,0.01,0.11,0.08,0.05,0.21,0.01,0.11,0.19,0.04,0.17,0.3606312034755478,0.2709173612700811,0.01,0.19,0.09,0.01,0.03,0.11,0.01,0.16,0.18,0.21
SBAC,0.13109585304503057,0.4118083966952476,0.31834186504469464,VNT,-0.001261848725636019,SBA Communications,Real Estate,Specialized REITs,SBAC,FFIV,CTVA,AMAT,MS,CAT,FCX,KEYS,ALB,CARR,0.49493260162492936,0.321493849511539,0.24,0.27,0.01,0.05,0.02,0.09,0.05,0.09,0.0,0.17,0.8054310291444192,0.3800048411570438,0.07,0.26,0.1,0.01,0.01,0.01,0.05,0.0,0.21,0.29
SLB,-0.3886448718115255,0.7644602829941378,-0.5083911884726466,KR,-0.05330760084443009,Schlumberger Ltd.,Energy,Oil & Gas Equipment & Services,SLB,KLAC,HOLX,DE,BLK,TER,XLNX,DVA,A,JBHT,0.3651545400000322,0.3351760480658508,0.02,0.04,0.11,0.01,0.02,0.05,0.1,0.22,0.22,0.21,0.4414192165540831,0.3474628734047908,0.0,0.05,0.09,0.17,0.08,0.17,0.0,0.18,0.16,0.07
STX,0.08051219706494712,0.42050751175541795,0.191464349183317,VNT,0.1056534512457364,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",STX,EBAY,CHD,NFLX,AMZN,TSCO,EA,WST,ABMD,NEM,0.37182240934908245,0.251629446822689,0.08,0.16,0.17,0.0,0.03,0.1,0.12,0.06,0.15,0.11,0.5110757414299072,0.2757663402304088,0.01,0.05,0.01,0.12,0.17,0.1,0.04,0.2,0.19,0.12
SEE,0.14430625346129455,0.5192289026832513,0.2779241539050585,SJM,-0.019312667839939162,Sealed Air,Materials,Paper Packaging,SEE,REGN,NLOK,CLX,DXCM,LLY,NEM,NFLX,MKTX,EBAY,0.33432012265457994,0.2339915766944388,0.12,0.05,0.13,0.15,0.01,0.11,0.12,0.08,0.0,0.21,0.3949003135040027,0.2585216976396281,0.0,0.0,0.14,0.07,0.06,0.18,0.09,0.18,0.01,0.26
SRE,-0.15280267897743136,0.4605530232038951,-0.331780861874362,KR,0.08935303506201589,Sempra Energy,Utilities,Multi-Utilities,SRE,TGT,IPGP,ADSK,MNST,TYL,TER,UPS,MTD,COST,0.2572451845923681,0.2743829755767752,0.15,0.2,0.03,0.06,0.0,0.18,0.0,0.14,0.01,0.21,0.43217010063835704,0.31758850438525305,0.0,0.2,0.16,0.04,0.09,0.21,0.19,0.03,0.02,0.05
NOW,0.5499946028856181,0.48445012935060333,1.1352966374947115,VNT,-0.024557535070944044,ServiceNow,Information Technology,Systems Software,NOW,REGN,MU,LLY,VNT,NLOK,FFIV,DXCM,KEYS,ANET,0.47065146349789977,0.2216564225995044,0.02,0.03,0.01,0.13,0.28,0.22,0.15,0.02,0.1,0.03,0.5749936873886325,0.24843504661173768,0.12,0.05,0.11,0.05,0.4,0.04,0.03,0.09,0.02,0.09
SHW,0.2138621806066807,0.41700251375383507,0.5128558547081753,VNT,0.05797097578899035,Sherwin-Williams,Materials,Specialty Chemicals,SHW,REGN,LLY,NLOK,DXCM,CLX,NEM,MU,FFIV,VNT,0.4583681230981781,0.20260506128900221,0.02,0.1,0.02,0.23,0.01,0.18,0.11,0.02,0.03,0.29,0.4848119494919618,0.2087398429289368,0.03,0.02,0.21,0.09,0.05,0.03,0.15,0.0,0.13,0.28
SPG,-0.34690312902425374,0.8931104928987686,-0.38842128917141067,HRL,-0.139652518335426,Simon Property Group Inc,Real Estate,Retail REITs,SPG,NEE,BLK,XLNX,DVA,PWR,BLL,KLAC,HOLX,QCOM,0.3804634306756671,0.32777884246341404,0.0,0.15,0.06,0.15,0.19,0.1,0.2,0.02,0.11,0.01,0.4808006164613409,0.3671434073991688,0.0,0.04,0.03,0.05,0.25,0.2,0.08,0.12,0.0,0.22
SWKS,0.2837831848919062,0.543827084750115,0.5218261334341278,VNT,0.13858732602390847,Skyworks Solutions,Information Technology,Semiconductors,SWKS,VNT,REGN,LLY,NLOK,MU,CLX,NEM,DXCM,FFIV,0.4098917269652461,0.19849053969176206,0.02,0.21,0.08,0.0,0.17,0.0,0.25,0.06,0.05,0.15,0.4838082994446231,0.21907293904586259,0.03,0.28,0.01,0.08,0.15,0.08,0.08,0.17,0.09,0.02
SLG,-0.23243889071791135,0.7618021169179771,-0.30511714992114936,BIIB,-0.03135990940820554,SL Green Realty,Real Estate,Office REITs,SLG,PWR,XLNX,BLK,NEE,ABBV,DE,DVA,NKE,BLL,0.30368039636470745,0.3060507481713782,0.03,0.01,0.04,0.0,0.16,0.27,0.0,0.11,0.21,0.16,0.4267192241317979,0.3354893936053748,0.0,0.2,0.06,0.04,0.05,0.12,0.16,0.21,0.14,0.02
SNA,0.012964517736550937,0.4703162146470087,0.027565534278424425,KR,0.0541043376493084,Snap-on,Industrials,Industrial Machinery,SNA,DXCM,CLX,NLOK,NEM,LLY,REGN,NFLX,MKTX,EBAY,0.32391908504168476,0.2361440787640814,0.03,0.02,0.26,0.23,0.1,0.09,0.09,0.0,0.0,0.17,0.38770235739282355,0.2594206452342393,0.0,0.01,0.12,0.05,0.17,0.25,0.04,0.19,0.01,0.15
SO,-0.0002516291404279701,0.44222091545753406,-0.000569012300487026,VNT,0.1368082622997723,Southern Company,Utilities,Electric Utilities,SO,FAST,CDNS,ROL,TMUS,MSCI,ETSY,TTWO,BIO,CMG,0.4167262321692703,0.30127641851995574,0.1,0.1,0.0,0.2,0.15,0.05,0.02,0.08,0.15,0.13,0.7091360787950692,0.3606428312808124,0.02,0.0,0.08,0.19,0.19,0.0,0.26,0.15,0.09,0.0
LUV,-0.1361869006419269,0.6040617119206558,-0.22545196617231586,DPZ,-0.08139110532243515,Southwest Airlines,Industrials,Airlines,LUV,CHRW,POOL,NDAQ,CMG,AMD,PGR,SNPS,ABT,DHR,0.32707863380508895,0.2795935950709258,0.02,0.22,0.07,0.05,0.06,0.02,0.2,0.04,0.18,0.13,0.4470870603771605,0.31416615284548915,0.01,0.08,0.02,0.0,0.2,0.12,0.15,0.16,0.01,0.23
SWK,0.0634451817421248,0.6016646020306178,0.10544941737971178,KR,0.03901600780373029,Stanley Black & Decker,Industrials,Industrial Machinery,SWK,REGN,NLOK,CLX,LLY,DXCM,NEM,VNT,NFLX,MKTX,0.4170924707365979,0.20719534184602886,0.05,0.08,0.15,0.25,0.05,0.01,0.02,0.24,0.06,0.08,0.47596241164289366,0.20864905799004435,0.01,0.01,0.11,0.19,0.03,0.11,0.14,0.28,0.07,0.04
SBUX,0.14876945272451356,0.4402768714225614,0.33789976803421534,VNT,0.08082591991430534,Starbucks Corp.,Consumer Discretionary,Restaurants,SBUX,CLX,DXCM,NLOK,NEM,REGN,LLY,EBAY,NFLX,EA,0.29974054015889784,0.23502331946330754,0.02,0.19,0.0,0.25,0.11,0.02,0.03,0.12,0.0,0.23,0.385786119666702,0.25263525835506956,0.0,0.09,0.06,0.12,0.23,0.0,0.2,0.13,0.15,0.0
STT,0.009075931662288062,0.5678885374367582,0.01598188916306272,CLX,0.026303041544570836,State Street Corp.,Financials,Asset Management & Custody Banks,STT,NFLX,LLY,MKTX,AMZN,DG,WST,ATVI,NVDA,EBAY,0.41535217208701464,0.26859407404787544,0.02,0.04,0.06,0.06,0.2,0.23,0.06,0.04,0.03,0.24,0.5156622726756975,0.297499981277216,0.01,0.16,0.08,0.0,0.23,0.05,0.26,0.02,0.04,0.16
STE,0.1927977743509622,0.37496793825882296,0.5141713588799767,KR,0.16163969100102563,STERIS plc,Health Care,Health Care Equipment,STE,REGN,DXCM,CLX,NLOK,VNT,LLY,NEM,EA,EBAY,0.4159470551597737,0.20010304453481645,0.04,0.02,0.04,0.22,0.15,0.25,0.0,0.05,0.2,0.02,0.525596283890917,0.20783457445243725,0.04,0.0,0.1,0.01,0.17,0.37,0.06,0.06,0.04,0.14
SYK,0.1690625840117409,0.47429928993237047,0.35644705273720156,CLX,0.061256508854080904,Stryker Corp.,Health Care,Health Care Equipment,SYK,CLX,DXCM,NLOK,REGN,NEM,LLY,EBAY,NFLX,EA,0.3160272109435176,0.23657751167475274,0.08,0.23,0.02,0.19,0.05,0.07,0.1,0.09,0.06,0.1,0.3882314935109235,0.2544832672646576,0.01,0.11,0.03,0.12,0.02,0.12,0.18,0.25,0.16,0.0
SIVB,0.5567777409713832,0.6246745059861918,0.89130857052087,CLX,0.10312014279390565,SVB Financial,Financials,Regional Banks,SIVB,REGN,DXCM,CLX,NLOK,NEM,LLY,EBAY,NFLX,EA,0.34452013161578454,0.241822069314629,0.0,0.08,0.06,0.2,0.19,0.07,0.1,0.15,0.07,0.07,0.3925247728882327,0.2554922052984948,0.08,0.04,0.08,0.12,0.12,0.14,0.1,0.16,0.14,0.01
SYF,0.07131530964724306,0.7340921952882844,0.09714762001963106,CLX,-0.02506656337665046,Synchrony Financial,Financials,Consumer Finance,SYF,LLY,NFLX,MKTX,AMZN,EBAY,ATVI,EA,DG,WST,0.37715703327912903,0.2640008705413928,0.03,0.0,0.01,0.03,0.03,0.22,0.1,0.07,0.4,0.11,0.48010637111411447,0.28884863595511295,0.03,0.24,0.04,0.03,0.13,0.19,0.05,0.01,0.01,0.27
SNPS,0.5855880894867278,0.41433105073795495,1.4133338267642532,VNT,0.019746224582424206,Synopsys Inc.,Information Technology,Application Software,SNPS,REGN,MU,NLOK,LLY,DXCM,CLX,FFIV,VNT,NEM,0.41769859112520463,0.19762161792605165,0.01,0.03,0.05,0.06,0.06,0.01,0.26,0.2,0.21,0.09,0.498557217978424,0.20825403214420193,0.04,0.05,0.02,0.07,0.05,0.09,0.06,0.14,0.3,0.17
SYY,-0.06497007080783544,0.6738723426662052,-0.09641302468473262,CPB,-0.04101283722271604,Sysco Corp.,Consumer Staples,Food Distributors,SYY,EBAY,AMZN,MKTX,ATVI,EA,NFLX,DG,WST,TSCO,0.39730444850509217,0.2620710839225394,0.01,0.12,0.03,0.03,0.04,0.12,0.07,0.24,0.12,0.19,0.4922085260284655,0.2844505110361665,0.02,0.24,0.12,0.0,0.08,0.04,0.01,0.02,0.29,0.18
TMUS,0.47862099997013,0.3943126156577469,1.2138110244627847,CARR,-0.2078673655230074,T-Mobile US,Communication Services,Wireless Telecommunication Services,TMUS,REGN,MU,LLY,NLOK,DXCM,FFIV,CLX,MS,KEYS,0.3287021212357918,0.24987386075795165,0.0,0.05,0.02,0.22,0.22,0.03,0.22,0.17,0.01,0.05,0.3694884263414079,0.264260158859113,0.17,0.09,0.01,0.14,0.14,0.14,0.1,0.17,0.03,0.01
TROW,0.24633427923432655,0.4627004174096511,0.5323839572338982,VNT,0.15692344605459493,T. Rowe Price Group,Financials,Asset Management & Custody Banks,TROW,REGN,NLOK,CLX,DXCM,NEM,LLY,NFLX,MKTX,AMZN,0.3162227406080229,0.24269619046993773,0.11,0.0,0.19,0.35,0.07,0.16,0.05,0.02,0.01,0.02,0.40953644913822906,0.2644315595154261,0.02,0.01,0.08,0.1,0.02,0.23,0.18,0.06,0.03,0.27
TTWO,0.43014502241296343,0.4109141472711441,1.0468002264451841,VNT,-0.03352920310848034,Take-Two Interactive,Communication Services,Interactive Home Entertainment,TTWO,REGN,NLOK,MU,DXCM,LLY,CLX,NEM,FFIV,ANET,0.3360397760734455,0.23403429703377074,0.08,0.04,0.21,0.01,0.01,0.12,0.18,0.13,0.15,0.05,0.38503885178291913,0.25981956397643247,0.22,0.0,0.17,0.0,0.09,0.22,0.02,0.16,0.1,0.01
TPR,0.26668220205436494,0.8027469116192848,0.33221205612167226,CLX,0.006334294687656854,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",TPR,EA,AMZN,LLY,TSCO,MKTX,NFLX,ATVI,CHD,EBAY,0.33001178749082166,0.2672134400333184,0.02,0.19,0.07,0.16,0.03,0.08,0.08,0.01,0.23,0.11,0.44785649348888956,0.28204539753488894,0.0,0.01,0.25,0.15,0.26,0.05,0.07,0.03,0.02,0.15
TGT,0.4176060949710291,0.3636193795876352,1.1484704017828145,CARR,-0.024099250460849504,Target Corp.,Consumer Discretionary,General Merchandise Stores,TGT,REGN,NLOK,DXCM,LLY,CLX,NEM,EA,EBAY,MU,0.3361343958241714,0.2360727547158534,0.19,0.09,0.16,0.05,0.09,0.25,0.07,0.04,0.04,0.0,0.3831042133530753,0.2512956727042885,0.17,0.02,0.1,0.09,0.1,0.12,0.15,0.02,0.19,0.04
TEL,0.2894772535692167,0.4640406435879661,0.6238187485711946,KR,0.04179011205817601,TE Connectivity Ltd.,Information Technology,Electronic Manufacturing Services,TEL,REGN,CLX,NLOK,DXCM,NEM,LLY,NFLX,EBAY,MKTX,0.34190629168557923,0.2388699424042226,0.06,0.04,0.21,0.2,0.04,0.21,0.05,0.08,0.09,0.0,0.39027498018862966,0.25738418829198295,0.03,0.02,0.08,0.08,0.06,0.14,0.16,0.22,0.19,0.0
FTI,-0.4579216819766059,0.8979433248089418,-0.5099672432823522,KR,-0.06718713499739438,TechnipFMC,Energy,Oil & Gas Equipment & Services,FTI,ANET,ALXN,FCX,QRVO,KSU,ALB,TT,ZBRA,LRCX,0.40906465458364866,0.37084513677493697,0.01,0.24,0.23,0.01,0.04,0.17,0.07,0.08,0.13,0.02,0.5451896554073976,0.39786534704679993,0.0,0.11,0.23,0.07,0.0,0.0,0.23,0.09,0.19,0.07
TDY,0.08885911220743636,0.5117542592468184,0.17363629242327366,KR,0.013577309177622404,Teledyne Technologies,Industrials,Aerospace & Defense,TDY,NFLX,EBAY,AMZN,CHD,NEM,NLOK,TSCO,WST,EA,0.3264340793747943,0.2465177784504677,0.05,0.02,0.15,0.0,0.22,0.09,0.19,0.08,0.06,0.13,0.47066344871856336,0.2710201290614016,0.03,0.08,0.16,0.13,0.02,0.11,0.05,0.19,0.21,0.02
TFX,0.06214796555754974,0.4317087675333398,0.14395808061218077,KR,0.06746036419461064,Teleflex,Health Care,Health Care Equipment,TFX,REGN,CLX,NLOK,NEM,DXCM,NFLX,DG,NVDA,ROL,0.26826521489321065,0.23310791830644692,0.18,0.09,0.26,0.08,0.12,0.01,0.04,0.19,0.0,0.02,0.46933647371941223,0.29912357926896294,0.0,0.02,0.11,0.06,0.14,0.01,0.15,0.07,0.21,0.22
TER,0.6438908655723381,0.5130728452050537,1.2549696823557324,VNT,0.0997660447220672,Teradyne,Information Technology,Semiconductor Equipment,TER,REGN,NLOK,DXCM,CLX,NEM,LLY,CHD,EBAY,CHRW,0.3190142227546038,0.22502173081506877,0.03,0.03,0.17,0.06,0.21,0.04,0.06,0.05,0.16,0.17,0.4211232815878679,0.2719494533298172,0.19,0.0,0.04,0.07,0.19,0.11,0.23,0.0,0.12,0.06
TSLA,2.1814244034519534,0.8715919699574955,2.5028046134458233,KR,0.055086456997455444,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,TSLA,REGN,DXCM,NLOK,CLX,LLY,NEM,MU,FFIV,EBAY,0.3194839246847909,0.22874605046783186,0.01,0.1,0.0,0.21,0.29,0.04,0.1,0.0,0.23,0.0,0.884560717819283,0.3630024117183308,0.28,0.02,0.04,0.02,0.09,0.11,0.18,0.0,0.07,0.19
TXN,0.28872246410087915,0.41439051664094084,0.6967400374923397,VNT,0.06579206177041516,Texas Instruments,Information Technology,Semiconductors,TXN,REGN,NLOK,DXCM,CLX,LLY,NEM,EA,EBAY,NFLX,0.3434044923539169,0.2411193896671783,0.0,0.02,0.27,0.07,0.28,0.1,0.03,0.02,0.18,0.03,0.39272352688436896,0.2605231585072519,0.01,0.0,0.14,0.14,0.15,0.13,0.15,0.01,0.18,0.11
TXT,0.0977578324360459,0.6524207685642072,0.14983862738027656,DPZ,0.08216624201009523,Textron Inc.,Industrials,Aerospace & Defense,TXT,LLY,NFLX,MKTX,AMZN,EBAY,NLOK,NEM,DG,ATVI,0.35178676472957415,0.24083776409412017,0.05,0.08,0.04,0.0,0.05,0.15,0.22,0.14,0.22,0.04,0.4122240949182911,0.2592160995732254,0.02,0.12,0.03,0.01,0.2,0.22,0.13,0.19,0.04,0.05
